Unnamed: 0,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),State_en
2428,2010,Bihar,Shahabad (now part of Bhojpur district),429.27,770.04,1793.84,2
2429,2011,Bihar,Shahabad (now part of Bhojpur district),460.7,1732.18,3759.89,2
2430,2012,Bihar,Shahabad (now part of Bhojpur district),458.75,1726.82,3764.19,2
2431,2013,Bihar,Shahabad (now part of Bhojpur district),493.8,1690.29,3423.03,2
2432,2014,Bihar,Shahabad (now part of Bhojpur district),480.88,1619.59,3367.97,2
2433,2015,Bihar,Shahabad (now part of Bhojpur district),477.68,1605.57,3361.18,2
2434,2016,Bihar,Shahabad (now part of Bhojpur district),498.15,1498.63,3008.38,2
2435,2017,Bihar,Shahabad (now part of Bhojpur district),492.74,1840.01,3734.21,2
2436,2010,Bihar,Gaya,256.23,338.42,1320.77,2
2437,2011,Bihar,Gaya,410.65,1293.08,3148.86,2
2438,2012,Bihar,Gaya,450.17,1499.42,3330.79,2
2439,2013,Bihar,Gaya,333.23,964.36,2893.98,2
2440,2014,Bihar,Gaya,408.54,1427.25,3493.54,2
2441,2015,Bihar,Gaya,388.34,1137.68,2929.6,2
2442,2016,Bihar,Gaya,420.09,1438.68,3424.65,2
2443,2017,Bihar,Gaya,433.19,1505.74,3475.97,2
2444,2010,Jharkhand,Hazaribagh,89.57,74.2,828.43,7
2445,2011,Jharkhand,Hazaribagh,129.17,286.95,2221.56,7
2446,2012,Jharkhand,Hazaribagh,136.42,252.05,1847.61,7
2447,2013,Jharkhand,Hazaribagh,169.33,415.7,2454.89,7
2448,2014,Jharkhand,Hazaribagh,116.67,290.1,2486.47,7
2449,2015,Jharkhand,Hazaribagh,182.45,191.96,1052.13,7
2450,2016,Jharkhand,Hazaribagh,182.11,388.81,2135.06,7
2451,2017,Jharkhand,Hazaribagh,266.02,533.69,2006.23,7
2452,2010,Jharkhand,Dhanbad,10.78,13.18,1222.4,7
2453,2011,Jharkhand,Dhanbad,20.39,57.79,2833.67,7
2454,2012,Jharkhand,Dhanbad,23.18,42.02,1812.76,7
2455,2013,Jharkhand,Dhanbad,22.1,59.72,2702.9,7
2456,2014,Jharkhand,Dhanbad,20.85,52.94,2539.25,7
2457,2015,Jharkhand,Dhanbad,15.15,15.88,1048.07,7
2458,2016,Jharkhand,Dhanbad,20.33,31.88,1568.31,7
2459,2017,Jharkhand,Dhanbad,53.28,113.46,2129.71,7
2460,2010,Jharkhand,Palamau,55.5,29.47,530.99,7
2461,2011,Jharkhand,Palamau,69.97,137.2,1960.84,7
2462,2012,Jharkhand,Palamau,96.26,209.34,2174.74,7
2463,2013,Jharkhand,Palamau,58.39,86.99,1489.81,7
2464,2014,Jharkhand,Palamau,43.82,48.98,1117.75,7
2465,2015,Jharkhand,Palamau,87.44,68.88,787.74,7
2466,2016,Jharkhand,Palamau,99.93,210.26,2104.1,7
2467,2017,Jharkhand,Palamau,121.89,253.28,2077.92,7
2468,2010,Jharkhand,Ranchi,299.39,287.66,960.82,7
2469,2011,Jharkhand,Ranchi,308.08,666.56,2163.59,7
2470,2012,Jharkhand,Ranchi,342.83,670.11,1954.64,7
2471,2013,Jharkhand,Ranchi,353.05,714.66,2024.25,7
2472,2014,Jharkhand,Ranchi,316.66,658.31,2078.92,7
2473,2015,Jharkhand,Ranchi,370.06,352.66,952.98,7
2474,2016,Jharkhand,Ranchi,550.38,1195.51,2172.16,7
2475,2017,Jharkhand,Ranchi,556.33,1124.5,2021.3,7
2476,2010,Jharkhand,Singhbhum,187.56,111.26,593.2,7
2477,2011,Jharkhand,Singhbhum,253.68,485.46,1913.67,7
2478,2012,Jharkhand,Singhbhum,263.85,517.22,1960.28,7
2479,2013,Jharkhand,Singhbhum,267.06,579.7,2170.67,7
2480,2014,Jharkhand,Singhbhum,256.33,586.63,2288.57,7
2481,2015,Jharkhand,Singhbhum,263.21,264.71,1005.7,7
2482,2016,Jharkhand,Singhbhum,224.05,319.01,1423.84,7
2483,2017,Jharkhand,Singhbhum,386.91,669.97,1731.62,7
